Map,MapIndex,NameSingle,NamePlural,?,Count,Adds,?,?,?,RewardXP,RewardGold,?,?,?,?,?,?,HP,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
29,8,Death Leech,Death Leeches,0,2,3,25,40,0,1000,1000,5,4,1,28,14,27,150,4,2,3,7,1,0,6,0,1,1,4,0,1,2,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
29,9,Death Leech,Death Leeches,1,2,2,25,40,0,1000,1000,5,4,1,28,14,27,150,4,2,3,7,1,0,6,0,1,1,4,0,1,2,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
29,10,Were-Bear,Were-Bears,0,4,3,45,30,0,950,1200,3,6,2,40,18,250,750,75,13,0,3,1,6,1,0,2,2,6,0,2,255,30,0,9,10,6,10,6,12,8,12,16,8,1,9,4,8,20,10,1,6,0,8
29,11,Were-Bear,Were-Bears,1,3,3,45,30,0,950,1200,3,6,2,40,18,250,750,75,13,0,3,1,6,1,0,2,2,6,0,2,255,30,0,9,10,6,10,6,12,8,12,16,8,1,9,4,8,20,10,1,6,0,8
29,12,Were-Bear,Were-Bears,0,2,4,40,30,0,950,1200,3,6,2,40,18,250,750,75,13,0,3,1,6,1,0,2,2,6,0,2,255,30,0,9,10,6,10,6,12,8,12,16,8,1,9,4,8,20,10,1,6,0,8
29,13,Were-Bear,Were-Bears,1,3,2,40,30,0,950,1200,3,6,2,40,18,250,750,75,13,0,3,1,6,1,0,2,2,6,0,2,255,30,0,9,10,6,10,6,12,8,12,16,8,1,9,4,8,20,10,1,6,0,8
29,14,Basilisk,Basilisks,0,4,4,140,40,75,1250,1400,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
29,15,Basilisk,Basilisks,1,3,3,140,40,75,1250,1400,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
29,16,Basilisk,Basilisks,0,3,2,120,40,75,1250,1400,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
29,17,Basilisk,Basilisks,0,4,1,120,40,75,1250,1400,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
29,18,Basilisk,Basilisks,0,2,2,120,40,75,1250,1400,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
29,19,Phantasm,Phantasms,0,4,3,80,60,80,900,800,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
29,20,Phantasm,Phantasms,1,3,4,70,60,80,900,800,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
29,21,Phantasm,Phantasms,0,3,3,60,60,80,900,800,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
29,22,Phantasm,Phantasms,0,2,4,60,60,80,900,800,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
29,23,Phantasm,Phantasms,0,3,2,60,60,80,900,800,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
29,24,Manticore,Manticores,0,4,4,75,50,80,1300,900,3,5,1,20,11,100,100,20,2,0,4,1,4,0,0,2,2,0,0,2,0,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
29,25,Dragon,Dragons,0,2,1,0,50,75,4000,4750,10,6,1,60,24,400,1200,11,6,0,3,42,255,35,0,42,1,11,0,12,6,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
29,26,Dragon,Dragons,0,1,1,0,50,85,4000,5000,10,6,1,60,24,400,1200,11,6,0,3,42,255,35,0,42,1,11,0,12,6,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
29,27,Saurion,Saurions,0,5,4,70,30,100,900,1275,8,11,2,60,24,700,10000,200,15,0,2,2,255,24,2,42,2,12,0,42,4,10,0,6,12,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
29,28,Gold Ogre,Gold Ogres,0,3,5,100,0,50,850,1225,1,5,1,24,15,250,600,45,10,0,2,67,255,6,0,67,0,3,0,67,1,1,0,8,12,6,7,4,4,3,6,9,6,10,7,0,4,4,4,3,4,7,6
29,29,Giant,Giants,0,4,4,100,0,50,600,800,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
29,30,Cyclops,Cyclops,1,3,3,0,10,50,1100,2000,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
29,31,Cyclops,Cyclops,0,1,2,0,20,50,1100,5000,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
29,32,Cyclops,Cyclops,0,1,2,0,20,50,1100,5000,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
29,33,Cyclops,Cyclops,0,1,2,0,20,50,1100,5000,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
29,34,Cyclops,Cyclops,0,1,2,0,20,50,1100,5000,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
29,35,Cyclops,Cyclops,0,1,2,0,20,50,1100,5000,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
29,36,Cyclops,Cyclops,0,1,2,0,20,50,1100,5000,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
29,37,Cyclops,Cyclops,0,1,2,0,20,50,1100,5000,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
29,38,Cyclops,Cyclops,0,1,2,0,20,50,1100,5000,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
29,39,Cyclops,Cyclops,0,1,2,0,20,50,1100,5000,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
30,0,Orange Orc Knight,Orange Orc Knights,0,4,6,130,20,75,1050,1000,2,4,1,37,14,150,290,20,4,6,4,67,1,5,2,57,2,2,0,115,3,1,0,20,2,20,2,8,3,8,4,8,5,11,4,15,5,12,5,15,5,19,3
30,1,Red Orc Knight,Red Orc Knights,2,6,4,110,25,75,1200,1300,2,4,1,40,15,200,350,25,4,7,4,41,1,5,0,40,2,2,0,8,4,2,2,20,3,20,3,8,4,8,5,8,6,11,4,15,6,12,5,15,6,19,3
30,2,Red Orc Knight,Red Orc Knights,2,5,5,90,25,75,1200,1300,2,4,1,43,15,275,400,30,4,7,3,41,1,6,0,104,2,2,0,115,4,2,0,20,3,8,9,8,9,8,7,8,8,15,7,15,7,12,6,0,4,21,6
30,3,Cantankerous Gremlin Wizard,Cantankerous Gremlin Wizards,0,2,3,240,65,90,900,1075,2,7,1,40,13,72,255,6,9,7,7,102,5,1,0,8,255,8,0,40,1,6,0,21,5,8,7,10,5,1,3,19,3,20,3,6,4,6,4,8,5,11,5
30,4,Crafty Gremlin Wizard,Crafty Gremlin Wizards,2,2,2,220,65,90,1050,1375,2,8,1,45,14,88,315,7,9,6,7,102,6,2,0,8,255,10,0,69,1,7,0,21,5,8,8,10,5,1,4,19,3,20,4,6,4,6,5,8,5,11,5
30,5,Crafty Gremlin Wizard,Crafty Gremlin Wizards,1,2,1,210,65,90,1050,1375,2,8,1,50,15,106,375,8,9,6,7,102,6,2,0,8,255,12,0,116,1,8,0,21,6,8,9,10,6,19,4,20,4,1,5,7,5,6,5,6,6,11,6
30,6,Gold Ogre,Gold Ogres,0,6,3,60,0,75,800,800,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
30,7,Gold Ogre,Gold Ogres,0,4,3,40,0,75,800,800,1,5,1,24,15,250,600,45,10,0,2,67,255,6,0,67,0,3,0,67,1,1,0,8,12,6,7,4,4,3,6,9,6,10,7,0,4,4,4,3,4,7,6
30,8,Tyran,Tyrans,1,4,3,30,0,0,700,600,4,7,2,75,22,106,750,15,4,0,2,42,4,6,0,3,1,18,0,20,254,40,4,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
30,9,Tyran,Tyrans,0,3,4,30,0,0,700,600,4,7,2,75,22,106,750,15,4,0,2,42,4,6,0,3,1,18,0,20,254,40,4,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
30,10,Giant,Giants,2,5,4,80,0,60,500,500,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
30,11,Giant,Giants,1,4,4,70,0,60,500,500,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
30,12,Giant,Giants,0,3,4,60,0,60,500,500,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
30,13,Death Leech,Death Leeches,1,4,3,35,35,0,1050,900,5,4,1,28,14,27,150,4,2,3,7,1,0,6,0,1,1,4,0,1,2,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
30,14,Death Leech,Death Leeches,0,3,3,25,35,0,1050,900,5,5,1,35,15,42,200,20,3,2,7,1,0,10,0,1,1,6,2,1,2,5,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
30,15,Basilisk,Basilisks,0,3,4,120,45,75,1250,1050,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
30,16,Basilisk,Basilisks,0,2,4,120,45,75,1250,1050,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
30,17,Phantasm,Phantasms,0,3,2,60,50,75,500,450,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
30,18,Phantasm,Phantasms,0,2,3,60,50,75,500,450,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
30,19,Dragon,Dragons,1,2,3,0,65,75,3500,4750,10,6,1,48,22,300,1000,10,6,0,3,42,255,30,0,42,1,10,0,12,5,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
30,20,Dragon,Dragons,2,2,2,0,65,75,3500,4750,10,6,1,48,22,300,1000,10,6,0,3,42,255,30,0,42,1,10,0,12,5,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
30,21,Dragon,Dragons,1,1,2,0,65,75,3500,5000,10,6,1,60,24,400,1200,11,6,0,3,42,255,35,0,42,1,11,0,12,6,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
30,22,Manticore,Manticores,0,3,4,75,60,75,1300,1050,3,5,1,20,11,100,100,20,2,0,4,1,4,0,0,2,2,0,0,2,0,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
30,23,Manticore,Manticores,0,4,3,75,60,75,1300,1050,3,5,1,20,11,100,100,20,2,0,4,1,4,0,0,2,2,0,0,2,0,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
30,24,Ferocious Elf Barbarian,Ferocious Elf Barbarians,2,5,5,60,10,75,950,750,11,3,1,17,10,16,40,0,3,5,10,40,1,3,0,115,2,1,0,8,0,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
30,25,Berserker Elf Barbarian,Berserker Elf Barbarians,2,3,4,50,10,75,1150,1050,11,3,1,17,10,16,40,0,3,5,10,40,1,3,0,115,2,1,0,8,0,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
30,26,Sly Elf Ranger,Sly Elf Rangers,1,4,3,30,25,75,900,700,2,4,1,50,15,115,350,3,4,6,6,66,2,4,0,57,0,5,0,115,4,3,0,4,5,4,5,3,1,4,5,11,8,11,5,11,8,11,8,21,5,21,5
30,27,Wily Elf Ranger,Wily Elf Rangers,2,2,5,20,25,75,1100,1000,2,5,1,66,17,180,450,4,5,5,5,67,2,5,0,40,255,7,0,115,4,4,2,4,6,4,6,3,2,4,7,6,5,6,5,21,6,21,6,20,4,20,4
30,28,Hardy Elf Cleric,Hardy Elf Clerics,1,3,3,60,65,75,1000,725,2,7,2,65,19,160,780,11,7,4,4,103,255,9,0,42,1,6,0,67,4,3,2,21,8,15,8,0,8,4,7,9,8,1,4,20,6,8,11,3,5,6,7
30,29,Venerable Elf Cleric,Venerable Elf Clerics,2,2,3,50,65,75,1200,1025,2,3,1,20,9,9,30,0,4,8,10,102,2,1,0,40,1,1,0,101,3,0,0,12,1,12,1,12,1,12,1,12,1,12,1,8,1,8,1,11,1,7,1
30,30,Giant,Giants,1,3,4,100,0,50,500,500,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
30,31,Giant,Giants,0,2,4,100,0,50,500,500,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
30,32,King Cyclops,King Cyclops,0,1,0,0,0,50,9000,1250,1,3,1,20,9,14,30,3,4,4,5,2,1,1,0,2,1,0,0,2,0,3,0,8,2,8,2,8,1,8,1,8,1,6,1,6,1,6,1,6,1,6,1
30,33,Incubus,Incubi,1,4,4,25,50,0,750,900,1,6,1,45,18,400,600,40,10,0,1,2,0,10,0,2,0,6,0,2,1,4,0,1,6,1,8,4,5,4,6,0,5,6,10,8,11,3,7,20,5,9,6
30,34,Phantasm,Phantasms,0,3,4,60,65,50,400,450,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
30,35,Hobgoblin,Hobgoblins,0,5,3,50,30,75,600,600,12,3,1,40,18,100,400,2,5,0,9,41,255,18,0,41,1,8,0,41,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
30,36,King Goblin,King Goblins,0,2,2,120,55,75,1250,2000,12,3,1,50,20,200,600,6,7,0,8,41,1,24,0,41,1,12,0,41,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
30,37,Gargoyle,Gargoyles,1,3,3,60,40,80,900,900,10,7,1,50,19,320,1000,60,12,0,2,42,0,14,0,42,1,8,2,42,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
30,38,Lich,Liches,1,2,2,0,90,90,3000,5000,7,8,1,70,21,140,900,15,9,0,5,42,255,20,2,42,3,9,0,42,4,5,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
30,39,Were-Bear,Were-Bears,0,3,4,60,35,60,1150,800,4,3,1,12,8,5,18,2,1,0,9,3,2,0,0,3,255,2,0,3,255,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,0,Gold Ogre,Gold Ogres,1,4,4,60,0,75,900,800,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
31,1,Gold Ogre,Gold Ogres,2,4,3,60,0,75,900,800,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
31,2,Gold Ogre,Gold Ogres,0,3,3,50,0,75,900,800,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
31,3,Gold Ogre,Gold Ogres,1,2,3,50,0,75,900,800,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
31,4,Gold Ogre,Gold Ogres,0,4,2,40,0,75,900,800,1,5,1,24,15,250,600,45,10,0,2,67,255,6,0,67,0,3,0,67,1,1,0,8,12,6,7,4,4,3,6,9,6,10,7,0,4,4,4,3,4,7,6
31,5,Gold Ogre,Gold Ogres,0,2,4,40,0,75,900,800,1,5,1,24,15,250,600,45,10,0,2,67,255,6,0,67,0,3,0,67,1,1,0,8,12,6,7,4,4,3,6,9,6,10,7,0,4,4,4,3,4,7,6
31,6,Spinorpion,Spinorpions,1,6,3,20,0,0,400,275,5,5,1,32,17,80,350,9,2,3,4,2,4,2,0,13,1,12,0,14,253,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,7,Spinorpion,Spinorpions,0,4,5,15,0,0,400,300,5,5,1,36,18,120,400,9,2,2,4,2,4,4,0,13,1,14,0,14,254,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,8,Spinorpion,Spinorpions,0,5,4,15,0,0,400,300,5,5,1,36,18,120,400,9,2,2,4,2,4,4,0,13,1,14,0,14,254,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,9,Death Leech,Death Leeches,0,7,2,35,50,0,1200,1050,5,4,1,28,14,27,150,4,2,3,7,1,0,6,0,1,1,4,0,1,2,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,10,Death Leech,Death Leeches,1,4,3,35,50,0,1200,1050,5,4,1,28,14,27,150,4,2,3,7,1,0,6,0,1,1,4,0,1,2,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,11,Death Leech,Death Leeches,0,3,3,25,50,0,1200,1050,5,5,1,35,15,42,200,20,3,2,7,1,0,10,0,1,1,6,2,1,2,5,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,12,Death Leech,Death Leeches,0,2,4,25,50,0,1200,1050,5,5,1,35,15,42,200,20,3,2,7,1,0,10,0,1,1,6,2,1,2,5,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,13,Basilisk,Basilisks,0,3,3,120,65,50,1150,1000,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
31,14,Basilisk,Basilisks,0,2,4,120,65,50,1150,1000,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
31,15,Basilisk,Basilisks,0,4,2,120,65,50,1150,1000,4,7,2,60,25,160,1000,9,11,0,2,3,6,4,0,16,255,18,2,3,0,15,0,21,8,8,12,8,12,1,7,1,7,1,8,4,9,20,7,6,8,10,7
31,16,Phantasm,Phantasms,0,3,5,60,60,60,400,450,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
31,17,Phantasm,Phantasms,0,4,3,60,60,60,400,450,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
31,18,Phantasm,Phantasms,0,3,4,60,60,60,400,450,1,6,1,52,21,700,5000,90,13,0,1,2,3,16,0,2,3,9,0,2,4,7,0,1,10,1,12,4,9,4,11,0,7,6,12,8,12,3,12,20,12,9,11
31,19,Dragon,Dragons,1,2,2,0,75,90,4000,4750,10,6,1,48,22,300,1000,10,6,0,3,42,255,30,0,42,1,10,0,12,5,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,20,Dragon,Dragons,0,1,2,0,75,90,4000,5000,10,6,1,60,24,400,1200,11,6,0,3,42,255,35,0,42,1,11,0,12,6,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,21,Dragon,Dragons,1,1,2,0,75,90,4000,5000,10,6,1,60,24,400,1200,11,6,0,3,42,255,35,0,42,1,11,0,12,6,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,22,Dragon,Dragons,0,1,2,0,75,90,4000,5300,10,6,1,60,24,400,1200,11,6,0,3,42,255,35,0,42,1,11,0,12,6,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,23,Dragon,Dragons,0,1,2,0,75,90,4000,5300,10,6,1,60,24,400,1200,11,6,0,3,42,255,35,0,42,1,11,0,12,6,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,24,Ferocious Elf Barbarian,Ferocious Elf Barbarians,1,4,5,60,15,75,900,850,11,6,1,80,22,105,800,11,5,1,6,42,255,20,0,42,3,10,0,42,6,5,0,20,8,9,9,1,7,1,7,1,7,7,12,8,9,8,9,11,8,0,8
31,25,Berserker Elf Barbarian,Berserker Elf Barbarians,1,5,4,50,15,75,1100,1125,11,3,1,20,12,20,50,0,4,5,9,40,1,5,0,115,2,2,0,8,0,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,26,Sly Elf Ranger,Sly Elf Rangers,1,4,4,30,25,75,950,900,2,4,1,50,15,115,350,3,4,6,6,66,2,4,0,57,0,5,0,115,4,3,0,4,5,4,5,3,1,4,5,11,8,11,5,11,8,11,8,21,5,21,5
31,27,Wily Elf Ranger,Wily Elf Rangers,2,3,4,20,25,75,1050,1250,2,5,1,66,17,180,450,4,5,5,5,67,2,5,0,40,255,7,0,115,4,4,2,4,6,4,6,3,2,4,7,6,5,6,5,21,6,21,6,20,4,20,4
31,28,Hardy Elf Cleric,Hardy Elf Clerics,1,3,3,60,80,75,1000,1000,2,7,2,65,19,160,780,11,7,4,4,103,255,9,0,42,1,6,0,67,4,3,2,21,8,15,8,0,8,4,7,9,8,1,4,20,6,8,11,3,5,6,7
31,29,Venerable Elf Cleric,Venerable Elf Clerics,2,2,2,50,80,75,1100,1300,2,3,1,20,9,9,30,0,4,8,10,102,2,1,0,40,1,1,0,101,3,0,0,12,1,12,1,12,1,12,1,12,1,12,1,8,1,8,1,11,1,7,1
31,30,Giant,Giants,0,4,6,100,0,50,500,400,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
31,31,Cyclops,Cyclops,1,3,3,0,25,50,950,1000,9,8,1,60,21,700,6000,120,14,0,1,2,255,40,0,3,4,15,0,5,252,175,0,6,12,4,11,1,8,1,12,0,11,3,9,2,8,12,12,10,12,4,7
31,32,Incubus,Incubi,0,4,4,25,65,0,750,600,1,6,1,47,19,460,700,60,11,0,1,2,1,12,0,2,1,7,0,2,2,5,0,1,7,1,9,4,6,4,7,0,5,6,10,8,12,3,7,20,6,9,7
31,33,Hell Wolf,Hell Wolves,0,3,6,30,70,20,1200,1050,3,5,2,50,18,200,90,40,6,0,4,1,2,8,0,2,4,3,0,2,0,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,34,Manticore,Manticores,0,4,4,75,65,75,1300,1200,3,5,1,20,11,100,100,20,2,0,4,1,4,0,0,2,2,0,0,2,0,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,35,Were-Bear,Were-Bears,1,4,3,60,45,60,1250,1200,3,6,2,40,18,250,750,75,13,0,3,1,6,1,0,2,2,6,0,2,255,30,0,9,10,6,10,6,12,8,12,16,8,1,9,4,8,20,10,1,6,0,8
31,36,Were-Minotaur,Were-Minotaurs,0,3,4,0,0,60,975,1100,7,5,1,75,23,160,850,9,8,0,2,1,5,16,0,1,0,5,1,1,254,65,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,37,Spit Spider,Spit Spiders,0,3,4,50,0,0,400,350,5,2,1,16,7,16,30,0,1,3,7,3,1,0,0,3,0,255,0,3,255,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,38,Shapeshifter,Shapeshifters,1,4,5,40,0,0,850,900,7,3,1,30,17,40,350,2,3,2,5,1,2,0,0,1,1,3,0,1,0,6,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
31,39,Gargoyle,Gargoyles,1,3,5,60,65,80,1100,1200,10,7,1,50,19,320,1000,60,12,0,2,42,0,14,0,42,1,8,2,42,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
32,0,Skeletal Knight,Skeletal Knights,0,7,3,40,0,50,800,750,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
